district_code,district_name,taluka_code,taluka_name,village_code,village_name_marathi,village_name_english,has_data
26,Ahmednagar,01,अकोले,000000000000002609,Ahmednagar,Ahmednagar,True
26,Ahmednagar,01,अकोले,000000000000002603,Kopargaon,Kopargaon,True
26,Ahmednagar,01,अकोले,000000000000002608,Pathrdi,Pathrdi,True
26,Ahmednagar,01,अकोले,000000000000002604,Rahata,Rahata,True
26,Ahmednagar,01,अकोले,000000000000002610,Rahuri,Rahuri,True
26,Ahmednagar,01,अकोले,000000000000002602,Samgamner,Samgamner,True
26,Ahmednagar,01,अकोले,000000000000002612,Shrigonda,Shrigonda,True
26,Ahmednagar,01,अकोले,000000000000002605,Shrirampur,Shrirampur,True
26,Ahmednagar,01,अकोले,272600010320880000,अकोले,akole,True
26,Ahmednagar,01,अकोले,272600010320890000,अगस्तीनगर,agastInagara,True
26,Ahmednagar,01,अकोले,272600010320930000,अंबड,aMbaDa,True
26,Ahmednagar,01,अकोले,272600010320650000,अंबिकानगर,aMbikAnagara,True
26,Ahmednagar,01,अकोले,272600010320300000,अंबित,aMbita,True
26,Ahmednagar,01,अकोले,272600010321220000,अंभोळ,aMbhoLa,True
26,Ahmednagar,01,अकोले,272600010320780000,आगार,AgAra,True
26,Ahmednagar,01,अकोले,272600010321330000,आबीतखिंड,AbItakhiMDa,True
26,Ahmednagar,01,अकोले,272600010319790000,आंबेवंगण,AMbevaMgaNa,True
26,Ahmednagar,01,अकोले,272600010320740000,इंदुरी,iMdurI,True
26,Ahmednagar,01,अकोले,272600010319850000,उडदावणे,uDadAvaNe,True
26,Ahmednagar,01,अकोले,272600010320750000,उंचखडक खुर्द,uMchakhaDaka khurda,True
26,Ahmednagar,01,अकोले,272600010320660000,उंचखडक बुद्रुक,uMchakhaDaka budruka,True
26,Ahmednagar,01,अकोले,272600010321360000,उंबरेवाडी,uMbarevADI,True
26,Ahmednagar,01,अकोले,272600010320390000,एकदरे,ekadare,True
26,Ahmednagar,01,अकोले,272600010320920000,औरंगपूर,auraMgapUra,True
26,Ahmednagar,01,अकोले,272600010321450000,करंडी,karaMDI,True
26,Ahmednagar,01,अकोले,272600010320820000,कळस खुर्द,kaLasa khurda,True
26,Ahmednagar,01,अकोले,272600010320830000,कळस बुद्रुक,kaLasa budruka,True
26,Ahmednagar,01,अकोले,272600010321460000,कळंब,kaLaMba,True
26,Ahmednagar,01,अकोले,272600010319980000,कातळापूर,kAtaLApUra,True
26,Ahmednagar,01,अकोले,272600010321540000,काळेवाडी,kALevADI,True
26,Ahmednagar,01,अकोले,272600010320180000,कुमशेत,kumasheta,True
26,Ahmednagar,01,अकोले,272600010320810000,कुंभेफळ,kuMbhephaLa,True
26,Ahmednagar,01,अकोले,272600010321410000,केळी ओतुर,keLI otura,True
26,Ahmednagar,01,अकोले,272600010321420000,केळी कोतुळ,keLI kotuLa,True
26,Ahmednagar,01,अकोले,272600010320450000,केळीरूम्हणवाडी,keLIrUmhaNavADI,True
26,Ahmednagar,01,अकोले,272600010320050000,केळूंगण,keLUMgaNa,True
26,Ahmednagar,01,अकोले,272600010320370000,कोकणवाडी,kokaNavADI,True
26,Ahmednagar,01,अकोले,272600010321080000,कोतुळ,kotuLa,True
26,Ahmednagar,01,अकोले,272600010321150000,कोथळे,kothaLe,True
26,Ahmednagar,01,अकोले,272600010319930000,कोदणी,kodaNI,True
26,Ahmednagar,01,अकोले,272600010320170000,कोलटेंभे,kolaTeMbhe,True
26,Ahmednagar,01,अकोले,272600010321190000,कोहणे,kohaNe,True
26,Ahmednagar,01,अकोले,272600010319960000,कोहंडी,kohaMDI,True
26,Ahmednagar,01,अकोले,272600010320540000,कोंभाळणे,koMbhALaNe,True
26,Ahmednagar,01,अकोले,272600010320120000,कौठ वाडी,kauTha vADI,True
26,Ahmednagar,01,अकोले,272600010320260000,खडकी खुर्द,khaDakI khurda,True
26,Ahmednagar,01,अकोले,272600010320270000,खडकी बुद्रुक,khaDakI budruka,True
26,Ahmednagar,01,अकोले,272600010320770000,खानापूर,khAnApUra,True
26,Ahmednagar,01,अकोले,272600010320520000,खिरविरे,khiravire,True
26,Ahmednagar,01,अकोले,272600010321500000,खुंटेवाडी,khuMTevADI,True
26,Ahmednagar,01,अकोले,272600010321390000,खेतेवाडी,khetevADI,True
26,Ahmednagar,01,अकोले,272600010320600000,गणोरे,gaNore,True
26,Ahmednagar,01,अकोले,272600010320630000,गर्दणी,gardaNI,True
26,Ahmednagar,01,अकोले,272600010321440000,गारवाडी,gAravADI,True
26,Ahmednagar,01,अकोले,272600010320000000,गुहिरे,guhire,True
26,Ahmednagar,01,अकोले,272600010321430000,गोडेवाडी,goDevADI,True
26,Ahmednagar,01,अकोले,272600010320230000,गोदोंशी,godoMshI,True
26,Ahmednagar,01,अकोले,272600010319870000,घाटघर,ghATaghara,True
26,Ahmednagar,01,अकोले,272600010321100000,घोटी,ghoTI,True
26,Ahmednagar,01,अकोले,272600010320460000,घोडसरवाडी,ghoDasaravADI,True
26,Ahmednagar,01,अकोले,272600010321470000,चास,chAsa,True
26,Ahmednagar,01,अकोले,272600010319820000,चिचोंडी,chichoMDI,True
26,Ahmednagar,01,अकोले,272600010320070000,चितळवेढे,chitaLaveDhe,True
26,Ahmednagar,01,अकोले,272600010320960000,चिंचावणे,chiMchAvaNe,True
26,Ahmednagar,01,अकोले,272600010321520000,चैतन्यपूर,chaitanyapUra,True
26,Ahmednagar,01,अकोले,272600010321290000,चॉंदसुरज,chaॉMdasuraja,True
26,Ahmednagar,01,अकोले,272600010320380000,चंदगीरवाडी,chaMdagIravADI,True
26,Ahmednagar,01,अकोले,272600010319670000,जहागीरदारवाडी,jahAgIradAravADI,True
26,Ahmednagar,01,अकोले,272600010321560000,जाचकवाडी,jAchakavADI,True
26,Ahmednagar,01,अकोले,272600010320110000,जामगांव,jAmagAMva,True
26,Ahmednagar,01,अकोले,272600010320410000,जायनावाडी,jAyanAvADI,True
26,Ahmednagar,01,अकोले,272600010321530000,जांभळे,jAMbhaLe,True
26,Ahmednagar,01,अकोले,272600010320760000,टाकळी,TAkaLI,True
26,Ahmednagar,01,अकोले,272600010320500000,टाहाकारी,TAhAkArI,True
26,Ahmednagar,01,अकोले,272600010319940000,टिटवी,TiTavI,True
26,Ahmednagar,01,अकोले,272600010321040000,ठाकरवाडी,ThAkaravADI,True
26,Ahmednagar,01,अकोले,272600010320590000,डोंगरगांव,DoMgaragAMva,True
26,Ahmednagar,01,अकोले,272600010319720000,डोंगरवाडी,DoMgaravADI,True
26,Ahmednagar,01,अकोले,272600010321070000,ढगेवाडी,DhagevADI,True
26,Ahmednagar,01,अकोले,272600010320640000,ढोकरी,DhokarI,True
26,Ahmednagar,01,अकोले,272600010321160000,तळे,taLe,True
26,Ahmednagar,01,अकोले,272600010320620000,तांभोळ,tAMbhoLa,True
26,Ahmednagar,01,अकोले,272600010320320000,तिरढे,tiraDhe,True
26,Ahmednagar,01,अकोले,272600010320030000,तेरूंगण,terUMgaNa,True
26,Ahmednagar,01,अकोले,272600010320510000,दगडवाडी,dagaDavADI,True
26,Ahmednagar,01,अकोले,272600010319750000,दिगंबर,digaMbara,True
26,Ahmednagar,01,अकोले,272600010319770000,देवगांव,devagAMva,True
26,Ahmednagar,01,अकोले,272600010320560000,देवठाण,devaThANa,True
26,Ahmednagar,01,अकोले,272600010320940000,धामणगावं आवारी,dhAmaNagAvaM AvArI,True
26,Ahmednagar,01,अकोले,272600010320990000,धामणगांव पाट,dhAmaNagAMva pATa,True
26,Ahmednagar,01,अकोले,272600010320150000,धामणवन,dhAmaNavana,True
26,Ahmednagar,01,अकोले,272600010320900000,धुमाळवाडी,dhumALavADI,True
26,Ahmednagar,01,अकोले,272600010320910000,नवलेवाडी,navalevADI,True
26,Ahmednagar,01,अकोले,272600010320490000,नागवाडी,nAgavADI,True
26,Ahmednagar,01,अकोले,272600010321320000,नाचणठाव,nAchaNaThAva,True
26,Ahmednagar,01,अकोले,272600010320100000,निरगुडवाडी,niraguDavADI,True
26,Ahmednagar,01,अकोले,272600010320710000,निळवंडे,niLavaMDe,True
26,Ahmednagar,01,अकोले,272600010320720000,निंब्रळ,niMbraLa,True
26,Ahmednagar,01,अकोले,272600010320870000,परखतपूर,parakhatapUra,True
26,Ahmednagar,01,अकोले,272600010321340000,पळसुंदे,paLasuMde,True
26,Ahmednagar,01,अकोले,272600010320310000,पाचनई,pAchanaI,True
26,Ahmednagar,01,अकोले,272600010320340000,पाचपट्टावाडी,pAchapaTTAvADI,True
26,Ahmednagar,01,अकोले,272600010320980000,पाडाळणे,pADALaNe,True
26,Ahmednagar,01,अकोले,272600010320430000,पाडोशी,pADoshI,True
26,Ahmednagar,01,अकोले,272600010319710000,पाभुळवंडी,pAbhuLavaMDI,True
26,Ahmednagar,01,अकोले,272600010321010000,पांगरी,pAMgarI,True
26,Ahmednagar,01,अकोले,272600010319840000,पांजरे,pAMjare,True
26,Ahmednagar,01,अकोले,272600010321310000,पिसेवाडी,pisevADI,True
26,Ahmednagar,01,अकोले,272600010319760000,पिंपरकणे,piMparakaNe,True
26,Ahmednagar,01,अकोले,272600010321110000,पिंपरी,piMparI,True
26,Ahmednagar,01,अकोले,272600010321030000,पिंपळगांव खांड,piMpaLagAMva khAMDa,True
26,Ahmednagar,01,अकोले,272600010319740000,पिंपळगांव नाकविंदा,piMpaLagAMva nAkaviMdA,True
26,Ahmednagar,01,अकोले,272600010320610000,पिंपळगांव निपाणी,piMpaLagAMva nipANI,True
26,Ahmednagar,01,अकोले,272600010320420000,पिंपळदरावाडी,piMpaLadarAvADI,True
26,Ahmednagar,01,अकोले,272600010321480000,पिंपळदरी,piMpaLadarI,True
